Abyss	%	A glowing light ahead draws you towards it. Make a <b>Luck (-1) check</b>. If you pass, the glow is a way home. Return to Arkham. If you fail, the light is a trap set by one of the creatures that lives here. A monster appears! 	%	AH	%		%	
Abyss	%	A monster appears! 	%	AH	%		%	
Abyss	%	Pass a <b>Luck (-1) check</b> or you are faced with an enormous mountain with a strange symbol carved into it, as if by the claw of a gigantic creature. THe world swims around you and you lose <b><font color='#00A2FE'>3 Sanity</font></b>. 	%	AH	%		%	
Abyss	%	Pass a <b>Speed (-1) check</b> to avoid a monstrous mass. If you fail, you are <i>lost in time and space</i>. 	%	AH	%		%	
Abyss	%	Starving, you consider eating some of the glowing mushrooms. If you decide to do so, make a <b>Luck (-1) check</b>. If you fail, roll a die and lose that much <b><font color='#FF4442'>Stamina</font></b>. If you succeed, roll a die and gain that much <b><font color='#FF4442'>Stamina</font></b>. 	%	AH	%		%	
Abyss	%	The caverns split. Make a <b>Luck (+1) check</b> and consult the chart below:<br><b>Successes:</b><br><b>0-1)</b> Move to the Black Cave<br><b>2)</b> Move to The Dreamlands.<br><b>3+)</b> You enter a dark temple. Pass a <b>Luck (-1) check</b> to draw a Unique Item.	%	AH	%		%
Abyss	%	The feeble glow and warmth of the candle is enough to restore you a bit. Gain <b><font color='#FF4442'>1 Stamina</font></b>. 	%	AH	%		%	
Abyss	%	The stone arch breaks! Pass a <b>Speed (-1) check</b> to dive out of the way or roll a die and lose that much <b><font color='#FF4442'>Stamina</font></b>. 	%	AH	%		%	
Abyss	%	You are bewildered. Pass a <b>Lore (-1) check</b> or stay here next turn. 	%	AH	%		%	
Abyss	%	You are disturbed by unsettling echoes. Pass a <b>Sneak (-1) check</b> to quiet them or lose <b><font color='#00A2FE'>2 Sanity</font></b>. 	%	AH	%		%	
Abyss	%	You are lost in the darkness. Pass a <b>Luck (-2) check</b> or lose <b><font color='#00A2FE'>1 Sanity</font></b> and stay here next turn. 	%	AH	%		%	
Abyss	%	You rest a bit beside a small, glowing pool filled with black, blind fish. Pass a <b>Luck (-1) check</b> to notice an unusual object in the water. Fishing it out, you draw 1 Unique Item and gain $3. 	%	AH	%		%	
Abyss	%	A monster appears! 	%	BG	%		%	
Abyss	%	It is the little things that comfort you in your darkest hour. You think fondly of the mundane joys of your life. Regain <b><font color='#00A2FE'>1 Sanity</font></b> for each Common Item you possess. 	%	BG	%		%	
Abyss	%	The darkness claws at your mind, obscuring what was once so clear to you. Make a <b>Will (-1) check</b>. For each success you roll, you may keep <b><font color='#53FF54'>1 Clue Token</font></b>, losing the others. 	%	BG	%		%	
Abyss	%	You can feel bleak despair taking over your mind. Make a <b>Will (-2) check</b>. If you pass, regain <b><font color='#00A2FE'>1 Sanity</font></b>. If you do not, you leap blindly into the yawning darkness and are <i>lost in time and space</i>. 	%	BG	%		%	
Abyss	%	You discover a large chamber filled with hideous creatures, in numbers too vast to count. Your only hope is to pass undetected. Pass a <b>Sneak (+1) check</b> or be <b>devoured</b>. 	%	BG	%		%	
Abyss	%	Your journey through the darkness is slow but restful. you are restored to your maximum <b><font color='#FF4442'>Stamina</font></b>, but are <i>delayed</i>. 	%	BG	%		%	
Abyss	%	A horrible scene captures your gaze. Creatures that mortals would call angels and devils cavort together, their bodies and laughter mingling in an unholy fusion. If you join their dance, take both the Tainted card and the Anointed card. 	%	CP	%		%	
Abyss	%	Something impossibly huge and ominous lurches across the horizon. Pass a <b>Luck (-1) check</b> or its gaze, with eyes the size of planets, falls upon you, and you lose <b><font color='#00A2FE'>2 Sanity</font></b>. 	%	CP	%		%	
Abyss	%	The faces of those you have failed erupt from the earth around you, accusing, pleading, hating. Pass a <b>Lore (-1) [2]check</b> to take the Psychic card. If you roll only 1 success, you must take either the Tainted or Harried card, and if you roll no successes, you must take both the Harried and Tainted cards. 	%	CP	%		%	
Abyss	%	This place is alive with malevolent intent. It likes it when you inflict pain upon yourself. Discard any amount of <b><font color='#FF4442'>Stamina</font></b>, all at once; for each <b><font color='#FF4442'>Stamina</font></b> token you discarded, pass a <b>Will (-1) check</b> to gain <b><font color='#53FF54'>2 Clue Tokens</font></b>. 	%	CP	%		%	
Abyss	%	This place seduces you into madness with hints of escape. Discard any amount of <b><font color='#00A2FE'>Sanity</font></b>, all at once; for each <b><font color='#00A2FE'>Sanity</font></b> token you discarded, pass a <b>Fight (-1) check</b> to gain <b><font color='#53FF54'>2 Clue Tokens</font></b>. 	%	CP	%		%	
Abyss	%	You look into a pool of water and see someone! Choose another investigator and make a <b>Will (-2) check</b>.<br><b>Successes:</b><br><b>0)</b> He is drawn into the Abyss.<br><b>1-2)</b> You and he switch places.<br><b>3++)</b> You move to his location, and the gate through which you entered the Abyss is sealed.	%	CP	%		%	
Abyss	%	Alone in the darkness with only your thoughts, you make what peace with yourself you can. Gain <b><font color='#00A2FE'>1 Sanity</font></b>. 	%	DH	%		%	
Abyss	%	Countless voices chitter and gibber in the caves, driving you to the brink of insanity and causing your arcane lore to become jumbled. Roll a die for each Spell you have, discarding it on a failure. 	%	DH	%		%
Abyss	%	If Azathoth is the Ancient One, then make a <b>Luck (+0) [3]check</b>. If you fail, you find yourself at the center of the universe and one look at the creatures there blasts your mind to jelly. You are <b>devoured</b>. If you pass, nothing happens. 	%	DH	%		%	
Abyss	%	Pass a <b>Luck (-2) check</b> or the shadowy creatures capture you and torture you for days. Draw 1 Injury and 1 [[Madness] card, then discard one of them of your choice. If you pass, you escape with the idol's jeweled eyes. Gain $5. 	%	DH	%		%	
Abyss	%	Halfway down the cliff, you manage to grab onto a stone outcropping. Looking back up to where you fell from, the question remains - climb back up or climb down?<br><br>If you climb back up, pass a <b>Fight (-2) check</b> to safely reach the top and return to Arkham. If you fail, you are <i>delayed</i>.<br><br>If you climb down, make a <b>Luck (-1) [2]check</b>. If you pass, you find a great treasure at the bottom. Draw 2 Unique Items.If you fail a monster awaits you at the bottom.	%	IH	%		%	
Abyss	%	Up ahead, the tunnel branches to the left and to the right.<br><br>If you go left, the tunnel slopes down into darkness, and you hear the strange barking of ghouls up ahead. Make a <b>Luck (-1) [2]check</b>. If you pass, the ghouls are friendly enough, and show you a way out of the tunnels. Return to Arkham. If you fail, they lock you up in a cage. You are <i>delayed</i>.<br><br>If you go right, the tunnel slopes upwards towards a reddish light. Make a <b>Lore (-2) check</b> to notice a magical pattern in the dim light. If you pass, draw 1 Spell. If you fail, nothing happens.	%	IH	%		%	
Abyss	%	The darkness seethes in pursuit, gaining...gaining... lf your Speed is currently 2 or less, you are <i>lost in time and space</i>.	%	KH	%		%	
Abyss	%	You curse your wet matches. knowing for certain that in the light, much would be revealed. Gain <b><font color='#53FF54'>2 Clue Tokens</font></b> if the terror level is 5 or less.	%	KH	%		%	
Abyss	%	Two paths diverge in darkness. Make a <b>Luck (-2) check</b>. If you pass, you are <i>delayed</i> unless you spend a <b><font color='#53FF54'>Clue Token</font></b>. If you fail, you are <i>lost in time and space</i>	%	KH	%		%	
Abyss	%	Out of the darkness, a monster appears! If you defeat it, return to Arkham.	%	KH	%		%	
Abyss	%	Something offers you a deal. Either all other investigators lose their choice of <b><font color='#00A2FE'>1 Sanity</font></b> or <b><font color='#FF4442'>1 Stamina</font></b>, or you are reduced to <b><font color='#00A2FE'>1 Sanity</font></b> and <b><font color='#FF4442'>1 Stamina</font></b>. 	%	KY	%		%	
Abyss	%	Tentacles pull your body in an infinite number of directions... or is that your mind they are shattering, instead? Either your <b><font color='#00A2FE'>Sanity</font></b> is reduced to 1 or your <b><font color='#FF4442'>Stamina</font></b> is reduced to 1. 	%	KY	%		%	
Abyss	%	The air becomes viscous and toxic. Pass a <b>Fight (+0) check</b> to push your way free. If you fail, lose <b><font color='#FF4442'>1 Stamina</font></b> and make the check again. Continue making the check until you are free or you are knocked unconscious. 	%	KY	%		%	
Abyss	%	The ground shakes and a crevasse opens beneath you, threatening to swallow you. Pass a <b>Speed (-1) check</b> or you are <i>lost in time and space</i>. 	%	KY	%		%	
